154277,24.30,61.00,1139,Light,-0.22,0.51,10.50,0.29,0.22,-0.12,NOMINAL
155280,24.30,61.00,1008,Light,-0.62,-0.27,9.88,-0.32,0.02,-0.05,NOMINAL
156289,24.30,61.00,939,Light,0.01,0.26,9.77,-0.10,0.02,-0.03,NOMINAL
157292,24.30,61.00,969,Light,0.01,0.18,9.48,-0.08,0.17,-0.09,NOMINAL
158301,24.40,60.60,999,Light,-0.36,-0.11,9.67,-0.05,-0.09,0.02,NOMINAL
159304,24.40,60.60,1057,Light,0.29,-0.61,9.86,0.05,-0.07,0.23,NOMINAL
160313,24.30,60.80,1249,Light,-0.74,1.14,10.68,0.00,-0.23,0.13,NOMINAL
161316,24.30,60.80,1107,Light,1.41,0.66,9.93,-0.19,-0.16,-0.12,NOMINAL
162325,24.30,61.00,1058,Light,1.34,0.35,9.74,-0.24,0.44,0.11,NOMINAL
163328,24.30,61.00,1056,Light,1.87,0.15,9.58,-0.09,0.04,-0.04,NOMINAL
164337,24.30,60.90,1693,Light,-6.65,-0.13,6.79,-0.34,2.13,0.04,NOMINAL
165340,24.30,60.90,1902,Light,-8.09,-0.50,4.76,-0.08,0.01,-0.01,NOMINAL
166350,24.30,60.70,1898,Light,-8.43,-0.53,5.25,-0.19,-0.09,-0.01,NOMINAL
167353,24.30,60.70,1904,Light,-7.97,-0.43,4.76,-0.08,-0.04,-0.03,NOMINAL
168362,24.40,60.80,1156,Light,1.44,0.27,9.94,-0.13,0.08,0.06,NOMINAL
169365,24.40,60.80,1173,Light,0.77,-0.02,9.58,-0.09,0.16,-0.07,NOMINAL
170375,24.40,60.70,771,Dim,8.65,0.41,5.96,0.30,-0.41,0.01,LOW_LIGHT
171377,24.40,60.70,682,Dim,8.95,0.33,4.50,-0.07,-0.05,0.00,LOW_LIGHT
172387,24.30,60.60,682,Dim,8.85,0.22,4.99,-0.13,0.31,-0.05,LOW_LIGHT
173389,24.30,60.60,1136,Light,0.89,0.53,9.52,0.04,0.10,-0.02,NOMINAL
174399,24.30,60.70,1232,Light,1.25,0.22,10.02,-0.17,-0.04,-0.03,NOMINAL
175402,24.30,60.70,2001,Bright,-8.64,0.82,3.52,-0.21,0.23,-0.07,NOMINAL
176412,24.30,60.70,2054,Bright,-8.51,0.74,4.07,-0.01,-0.06,-0.00,NOMINAL
177415,24.30,60.70,1955,Light,-7.95,0.47,5.83,-0.06,-1.01,-0.09,NOMINAL
178425,24.30,60.70,1255,Light,-0.52,-0.05,9.73,-0.11,0.13,-0.03,NOMINAL
179428,24.30,60.70,1395,Light,1.73,-0.36,9.73,-0.30,-0.14,0.98,NOMINAL
180438,24.30,60.70,1371,Light,0.60,-0.93,9.93,-0.15,0.02,-0.02,NOMINAL
181441,24.30,60.70,1169,Light,1.07,0.11,9.27,-0.12,-0.04,-1.09,NOMINAL
182450,24.30,60.80,1155,Light,1.73,-0.00,9.75,0.17,0.20,0.74,NOMINAL
183453,24.30,60.80,1364,Light,-0.76,0.03,10.58,-0.32,-0.06,0.30,NOMINAL
184462,24.30,60.70,1189,Light,-0.19,-0.56,10.19,-0.00,0.38,-0.03,NOMINAL
185466,24.30,60.70,1069,Light,0.80,2.78,9.51,0.06,-0.09,-0.20,NOMINAL
186475,24.30,60.80,1139,Light,1.65,0.96,8.41,-0.18,0.29,0.28,NOMINAL
187478,24.30,60.80,1219,Light,0.06,-0.87,9.97,-0.01,0.06,-0.04,NOMINAL
188487,24.30,60.70,999,Light,0.94,3.64,10.18,0.52,0.28,-0.31,NOMINAL
189490,24.30,60.70,951,Light,2.75,9.64,10.00,-0.92,0.43,0.21,NOMINAL
190500,24.30,60.70,1010,Light,3.01,7.80,11.76,-0.70,-0.24,0.31,NOMINAL
191502,24.30,60.70,1294,Light,0.76,1.26,8.95,0.27,-0.02,0.20,NOMINAL
192511,24.30,60.70,1339,Light,0.94,0.12,11.30,-0.50,-0.76,0.11,NOMINAL
193514,24.30,60.70,1467,Light,0.11,-0.51,9.77,-0.11,-0.03,-0.22,NOMINAL
194523,24.30,60.80,1452,Light,0.51,-0.27,9.86,-0.08,0.02,-0.01,NOMINAL
195526,24.30,60.80,1470,Light,0.47,-0.26,9.84,-0.08,0.02,-0.01,NOMINAL
196535,24.20,60.80,1462,Light,0.49,-0.28,9.80,-0.08,0.02,-0.01,NOMINAL
197538,24.20,60.80,1476,Light,0.50,-0.23,9.81,-0.08,0.02,-0.01,NOMINAL
198548,24.30,60.70,1479,Light,0.50,-0.27,9.83,-0.08,0.02,-0.01,NOMINAL
199551,24.30,60.70,1486,Light,0.47,-0.29,9.84,-0.08,0.02,-0.01,NOMINAL
200560,24.30,60.70,1482,Light,0.49,-0.27,9.81,-0.08,0.02,-0.01,NOMINAL
201563,24.30,60.70,1485,Light,0.48,-0.29,9.85,-0.08,0.02,-0.01,NOMINAL
202573,24.30,60.70,1490,Light,0.50,-0.29,9.84,-0.08,0.02,-0.01,NOMINAL
203575,24.30,60.70,1467,Light,0.46,-0.30,9.84,-0.08,0.03,-0.01,NOMINAL
204584,24.30,61.00,1452,Light,0.51,-0.25,9.84,-0.08,0.03,-0.01,NOMINAL
205587,24.30,61.00,1450,Light,0.50,-0.26,9.83,-0.08,0.02,-0.01,NOMINAL
206597,24.40,73.30,1456,Light,0.47,-0.28,9.82,-0.08,0.03,-0.01,NOMINAL
207600,24.40,73.30,1456,Light,0.49,-0.27,9.81,-0.08,0.02,-0.01,NOMINAL
208609,24.40,80.90,1472,Light,0.50,-0.26,9.84,-0.08,0.02,-0.01,NOMINAL
209612,24.40,80.90,1466,Light,0.49,-0.28,9.81,-0.08,0.03,-0.01,NOMINAL
210621,24.40,86.00,1477,Light,0.50,-0.27,9.84,-0.08,0.02,-0.01,NOMINAL
211624,24.40,86.00,1479,Light,0.49,-0.28,9.84,-0.08,0.03,-0.01,NOMINAL
212634,24.40,89.50,1501,Light,0.49,-0.26,9.79,-0.08,0.02,-0.01,NOMINAL
213637,24.40,89.50,1493,Light,0.50,-0.27,9.84,-0.08,0.02,-0.01,NOMINAL
214646,24.40,91.10,1499,Light,0.48,-0.25,9.83,-0.08,0.02,-0.01,NOMINAL
215649,24.40,91.10,1499,Light,0.49,-0.28,9.86,-0.08,0.02,-0.01,NOMINAL
216658,24.40,89.90,1513,Light,0.52,-0.25,9.83,-0.08,0.02,-0.01,NOMINAL
217661,24.40,89.90,1555,Light,0.56,-0.23,9.70,-0.09,0.01,-0.01,NOMINAL
218670,24.40,87.70,1565,Light,0.49,-0.26,9.77,-0.08,0.03,-0.01,NOMINAL
219673,24.40,87.70,1531,Light,0.48,-0.28,9.81,-0.08,0.02,-0.01,NOMINAL
220682,24.40,85.00,1535,Light,0.51,-0.29,9.84,-0.08,0.02,-0.01,NOMINAL
221685,24.40,85.00,1166,Light,-0.79,-0.03,10.22,0.02,0.08,-0.24,NOMINAL
222694,24.40,81.00,1475,Light,-1.75,0.13,8.87,-0.27,0.11,1.00,NOMINAL
223697,24.40,81.00,1376,Light,-1.53,0.63,9.94,-0.26,0.10,-0.89,NOMINAL
224707,24.30,74.20,1423,Light,-0.92,1.10,10.01,-0.23,0.08,-0.05,NOMINAL
225710,24.30,74.20,1377,Light,-1.57,0.06,9.73,-0.12,0.09,0.04,NOMINAL
